#{"t_start": 1658422774.1500745, "env_id": "A1GymEnv-v1"}
r,l,t
-7516.0,888,35365.369416
-5446.0,1395,35371.294082
-6868.0,867,35375.341729
-13334.0,2000,35384.974122
-13158.0,2000,35393.158403
-3860.0,544,35395.1457
-13252.0,2000,35403.299834
-11338.0,2000,35411.460117
-4962.0,640,35413.812101
-8282.0,1566,35420.115691
-2512.0,260,35421.009907
-10006.0,2000,35428.959563
-6492.0,924,35432.180308
-12526.0,2000,35440.173979
-3676.0,343,35442.413296
-14470.0,2000,35449.540137
-4936.0,658,35452.878449
-10864.0,2000,35461.032648
-9028.0,2000,35469.280344
-10678.0,2000,35477.764174
-10422.0,2000,35487.655178
-12288.0,2000,35495.928376
-12180.0,2000,35503.878298
598.0,257,35504.74556
520.0,287,35505.7662
-10222.0,2000,35513.880111
-9464.0,1828,35521.254394
-14282.0,1735,35528.68059
-9040.0,1051,35532.534616
-5738.0,1095,35537.519518
-12946.0,2000,35545.948912
-13112.0,2000,35554.546469
-10638.0,2000,35562.732327
-15308.0,1997,35571.02045
-12128.0,2000,35579.169784
-1244.0,107,35579.552315
-12430.0,2000,35589.303577
-13650.0,2000,35597.540086
-14260.0,2000,35605.727783
-6460.0,721,35608.358574
-14010.0,2000,35616.56847
-2282.0,997,35620.102597
-13968.0,2000,35628.342567
-13878.0,1952,35636.455039
-11452.0,1525,35643.052423
-9292.0,1296,35648.866328
-5328.0,687,35651.359684
-5258.0,687,35653.818396
-10594.0,2000,35662.001624
-12630.0,2000,35670.039091
-14252.0,2000,35678.09896
-15460.0,2000,35687.28391
-1842.0,110,35687.930625
-1316.0,43,35688.173265
-1752.0,313,35689.339437
-13428.0,2000,35697.510889
-12604.0,1958,35705.541301
-15180.0,2000,35713.785303
-2622.0,310,35715.92542
-9220.0,1086,35719.768811
-13258.0,2000,35727.831723
-14262.0,1954,35735.719065
-14670.0,2000,35743.889564
-12306.0,1613,35750.594348
-14790.0,2000,35758.680968
-1362.0,129,35759.124627
-11782.0,2000,35767.134354
-8218.0,1087,35770.897146
-13260.0,2000,35778.977804
-15270.0,2000,35786.843235
-6154.0,773,35791.932237
-4186.0,542,35793.777776
-11808.0,1557,35800.077651
-2810.0,433,35801.546234
-10680.0,1316,35807.028043
710.0,265,35807.989739
-10370.0,1304,35812.44463
-14590.0,2000,35820.314304
-3700.0,516,35823.295888
-14518.0,2000,35830.23905
-11210.0,1441,35836.261247
-1390.0,123,35836.685512
-2398.0,362,35837.945016
-1240.0,41,35838.088966
-5712.0,752,35841.626373
-12326.0,2000,35849.474948
-10374.0,1234,35853.714928
-3516.0,413,35856.135334
-13736.0,2000,35864.010589
-2022.0,352,35865.218027
-14610.0,2000,35873.129413
-14700.0,2000,35881.013912
-14570.0,2000,35888.96441
-13998.0,1752,35897.57395
-9914.0,1449,35902.592126
-14310.0,2000,35910.715569
-11174.0,1619,35917.259987
-4348.0,642,35919.491145
-12390.0,1731,35926.354477
-9190.0,1276,35931.85393
-15470.0,2000,35939.851016
-2064.0,184,35940.507476
-10560.0,2000,35948.794871
-1672.0,289,35949.807312
-12422.0,1510,35956.213049
-7202.0,830,35959.244371
-7028.0,827,35963.131261
-7662.0,870,35966.236763
-10682.0,1305,35971.98506
-13534.0,2000,35980.173706
-12092.0,1440,35985.320719
-4604.0,489,35987.980849
-15100.0,2000,35996.497824
-12220.0,2000,36004.59384
-13022.0,2000,36012.626307
-13326.0,2000,36020.654837
-11550.0,2000,36028.680832
-9566.0,2000,36036.798075
-8788.0,1383,36042.704606
-15070.0,2000,36050.672963
-14580.0,2000,36058.63151
-14040.0,2000,36066.606119
-1258.0,42,36066.747571
-14068.0,2000,36074.958552
-12256.0,2000,36083.059731
-15620.0,2000,36091.144893
-2690.0,356,36092.388101
-15200.0,2000,36101.750115
-13198.0,2000,36109.701422
-14720.0,2000,36117.61492
-10944.0,2000,36125.727703
-10258.0,1222,36131.102315
-14280.0,2000,36139.027511
-12250.0,2000,36147.108542
-15386.0,1923,36153.792474
-11678.0,2000,36161.782014
-2142.0,240,36163.631471
-12564.0,2000,36171.547966
-15600.0,2000,36179.599557
-9276.0,2000,36187.663997
-11408.0,2000,36194.700541
-13420.0,2000,36204.143835
-12118.0,2000,36212.075199
-9622.0,2000,36220.10333
-10548.0,2000,36227.937441
-14990.0,2000,36235.854597
-9548.0,2000,36243.822939
-4262.0,1198,36248.991549
-4862.0,625,36251.146684
-10006.0,2000,36259.122077
-5244.0,652,36262.490926
-7058.0,956,36265.754763
-12010.0,2000,36273.670151
-13440.0,2000,36281.572774
-10334.0,2000,36289.503841
-12662.0,2000,36297.39135
-4738.0,537,36299.771173
-12360.0,2000,36308.790902
-9914.0,2000,36316.815433
-8834.0,1064,36321.580046
-12130.0,2000,36329.680335
760.0,244,36330.544708
-10242.0,2000,36338.471947
-10910.0,2000,36346.48792
-11956.0,2000,36354.554991
-6886.0,877,36357.571978
-12152.0,2000,36365.451616
-8838.0,1489,36371.62341
-9620.0,1837,36379.110813
-9882.0,2000,36387.077113
-10856.0,2000,36395.013584
-6798.0,1433,36399.987816
-10690.0,2000,36409.347045
-12578.0,2000,36417.270641
-11310.0,2000,36425.179933
-10498.0,2000,36433.165241
-10000.0,2000,36441.131672
-13822.0,2000,36449.088632
112.0,345,36450.266907
-10274.0,2000,36458.100649
-12664.0,2000,36465.992941
-11764.0,2000,36473.958855
-9002.0,1224,36479.157503
-12784.0,2000,36487.170303
-3422.0,405,36488.537668
-11288.0,2000,36496.5213
-6168.0,1684,36504.238948
-10958.0,2000,36513.106702
-12640.0,2000,36520.997107
-11852.0,2000,36528.912998
-11020.0,2000,36536.805334
-2214.0,239,36537.607787
-9794.0,1454,36543.593024
-8824.0,2000,36551.622538
-9956.0,1554,36556.984151
-10486.0,1674,36563.633894
-10120.0,2000,36571.506651
-12150.0,2000,36579.297325
-10546.0,2000,36587.19654
-13576.0,2000,36595.032141
-9162.0,2000,36602.874561
-9044.0,2000,36611.931257
-9732.0,2000,36619.76408
-11306.0,2000,36627.651535
-1496.0,193,36628.307363
-12484.0,2000,36636.291246
-12740.0,2000,36644.099088
-3596.0,373,36645.370009
-10878.0,2000,36653.201174
-5908.0,866,36657.129121
-2632.0,335,36658.249269
-10170.0,2000,36666.11417
-10472.0,2000,36673.952566
-11844.0,1829,36681.258888
-7700.0,1267,36685.565368
-1568.0,799,36689.31027
-12330.0,2000,36697.139753
-4030.0,491,36698.791687
-5408.0,637,36701.059439
-3876.0,1291,36706.515102
-4662.0,515,36709.134107
-9482.0,2000,36717.399502
-8230.0,2000,36725.339246
-9272.0,2000,36733.148471
-9622.0,2000,36741.087752
-9852.0,2000,36748.894178
-8438.0,1400,36754.727915
-1816.0,133,36755.183892
-9578.0,2000,36763.006338
-9360.0,2000,36770.832891
-12740.0,2000,36778.741331
-11458.0,2000,36786.603471
-1382.0,90,36786.923431
-11094.0,2000,36794.716997
-12756.0,2000,36802.498032
-8540.0,1498,36807.658888
-9106.0,2000,36816.69666
-11916.0,2000,36824.640115
-4308.0,417,36826.075474
-5940.0,888,36830.105909
-11172.0,2000,36837.983568
-3596.0,1097,36841.742436
-4362.0,989,36846.075674
-8528.0,2000,36853.952773
-9960.0,2000,36861.883195
-2504.0,219,36862.64572
-11398.0,2000,36870.51794
-11566.0,2000,36878.327779
-9952.0,1150,36882.326155
-9242.0,2000,36890.169972
-5086.0,955,36894.438057
-7722.0,958,36897.668967
-5276.0,583,36900.643155
-4806.0,1318,36905.114689
-6116.0,1020,36909.589424
-4932.0,678,36912.03236
-10746.0,2000,36921.043427
958.0,204,36921.719355
-3778.0,412,36923.140139
-10694.0,2000,36930.964391
-7650.0,2000,36938.768017
-5212.0,1057,36943.351148
-10780.0,2000,36951.168889
-8868.0,1037,36954.751988
-12888.0,2000,36962.649296
-6966.0,1459,36968.718661
-10728.0,2000,36976.982232
-11904.0,2000,36984.963356
-12718.0,2000,36993.156385
-14148.0,1967,37001.358624
-9912.0,1803,37008.831601
-3876.0,1252,37013.322611
-10074.0,2000,37022.751987
-10228.0,2000,37030.752895
-4474.0,524,37033.624714
-9490.0,2000,37041.488448
-13418.0,2000,37049.502668
-9002.0,2000,37057.22948
-10912.0,2000,37065.025734
-7404.0,1324,37069.546278
-8754.0,1383,37075.425852
-10788.0,2000,37083.492204
-4380.0,511,37085.262035
-10148.0,2000,37093.379119
-5256.0,662,37095.703161
-11610.0,2000,37103.714137
-10908.0,2000,37111.854147
-9216.0,2000,37121.044426
-11444.0,2000,37129.154329
-11152.0,2000,37137.110089
-11146.0,2000,37145.368037
-11124.0,2000,37153.522584
-9318.0,2000,37161.642279
-8804.0,1488,37167.753535
-11526.0,1543,37174.289053
-10094.0,2000,37182.34673
-12506.0,2000,37190.457527
-8950.0,2000,37198.535817
-10202.0,1829,37206.114537
-10390.0,2000,37213.230899
-8248.0,1274,37218.626733
-11940.0,2000,37227.874788
-9782.0,2000,37235.870918
-4760.0,651,37238.146074
-9506.0,2000,37246.090819
-6538.0,1806,37253.378491
-10274.0,2000,37261.45739
-8052.0,2000,37269.500215
-8118.0,997,37274.174007
-9804.0,2000,37282.138024
-1342.0,50,37282.301603
-10572.0,2000,37290.179058
-11874.0,2000,37298.132416
-8920.0,2000,37306.147272
-4874.0,559,37308.112049
-9024.0,2000,37316.163948
-4878.0,746,37318.812725
-6248.0,702,37322.992182
-4924.0,709,37325.850488
-7348.0,1693,37332.958959
-5998.0,812,37335.836872
-8048.0,1302,37341.493298
-10840.0,2000,37349.550331
-8970.0,2000,37357.590572
-11562.0,2000,37365.582947
-10042.0,2000,37373.726934
-10936.0,2000,37381.948384
-6160.0,1685,37388.00199
-5178.0,816,37391.850766
-11940.0,2000,37399.876135
-7322.0,1976,37407.677103
-11824.0,2000,37415.716189
-12168.0,2000,37423.99133
-2052.0,190,37425.092831
-7608.0,1247,37429.910522
-11426.0,2000,37438.004349
-10010.0,2000,37446.106418
-10720.0,2000,37454.24666
-11258.0,1856,37461.864646
-1660.0,759,37465.601014
-10416.0,2000,37473.958081
-10808.0,2000,37482.291404
-4066.0,453,37483.998655
-1250.0,46,37484.156633
-10840.0,2000,37492.455017
-3212.0,310,37493.549604
-7608.0,1197,37498.995012
-1642.0,200,37499.722229
-9312.0,1751,37507.032807
-9988.0,1571,37512.550213
-1506.0,83,37512.836176
-11788.0,1646,37519.655493
-9652.0,2000,37528.976395
-10854.0,2000,37536.965621
-10232.0,2000,37544.988082
-11056.0,2000,37553.112304
-11810.0,2000,37561.195326
-11172.0,2000,37569.317265
-4904.0,902,37572.571841
-6826.0,1145,37577.79535
-5020.0,766,37580.486183
-11116.0,2000,37588.58056
-5810.0,691,37592.034871
-4806.0,533,37593.937852
-8394.0,1652,37600.675701
-7446.0,1091,37604.490855
-3602.0,1019,37609.065145
-2948.0,351,37610.280823
-1632.0,205,37610.968261
-11572.0,2000,37618.91388
-12552.0,2000,37626.898401
-9170.0,1502,37634.376718
-3964.0,394,37635.765354
-5520.0,942,37639.00519
-2436.0,298,37641.087622
-7218.0,907,37644.203647
-10306.0,1772,37651.48141
-9958.0,2000,37659.50921
-1220.0,51,37659.676978
-2318.0,265,37660.566896
-2046.0,193,37661.228474
-11176.0,2000,37669.189147
-8798.0,1422,37675.171869
-10920.0,2000,37683.255748
-9232.0,2000,37691.430676
-12408.0,2000,37699.741153
-10142.0,2000,37707.887978
-10832.0,2000,37716.044467
-13126.0,1738,37722.238769
-11054.0,2000,37730.406582
-11326.0,1822,37739.008135
-2780.0,321,37741.171183
-1336.0,43,37741.317967
-10182.0,2000,37749.438344
-8562.0,1445,37754.726894
-9502.0,2000,37763.053355
-3658.0,387,37764.450495
-13324.0,2000,37772.892504
-10634.0,2000,37781.205491
-5718.0,647,37784.614808
-9136.0,2000,37792.813051
-5322.0,585,37794.917618
-2858.0,976,37798.373505
-7556.0,1335,37804.12118
-10964.0,1354,37809.945657
-2324.0,848,37812.955172
-1682.0,200,37813.675336
-10488.0,2000,37821.800807
968.0,228,37822.613237
-11766.0,2000,37830.863482
-11154.0,2000,37840.11939
-5116.0,650,37843.383159
-14048.0,2000,37851.593108
-2418.0,237,37852.479772
-10660.0,2000,37860.64787
-11068.0,2000,37868.639409
-11262.0,2000,37876.973101
-11984.0,2000,37885.022559
-13420.0,2000,37893.116745
-1338.0,87,37893.418107
-1522.0,110,37893.805035
-12882.0,2000,37901.830666
-11402.0,1951,37909.673715
-9928.0,2000,37917.819829
-3036.0,383,37919.148289
-10448.0,2000,37927.233155
-12284.0,2000,37935.520197
-8926.0,2000,37944.55935
-10792.0,1462,37949.775605
-6738.0,817,37953.715778
-4630.0,1440,37958.754153
960.0,215,37960.485766
-12472.0,2000,37968.517191
-9624.0,2000,37976.547338
-11664.0,2000,37984.577749
-10324.0,2000,37991.578517
-3416.0,413,37994.075326
-9938.0,2000,38002.22256
-10442.0,2000,38010.36998
-6922.0,1229,38014.806297
-11380.0,1765,38021.932446
-11382.0,2000,38029.910566
-9354.0,2000,38037.915427
-11672.0,2000,38047.174447
-10166.0,2000,38055.20814
-12168.0,2000,38063.424725
-11104.0,2000,38071.455783
-11018.0,1813,38078.861768
-13500.0,2000,38087.150121
-11282.0,2000,38095.381118
-11156.0,2000,38103.592286
-10688.0,2000,38111.796342
-5776.0,782,38114.624068
-15220.0,2000,38122.960176
-10898.0,2000,38131.090579
-10988.0,2000,38139.14168
-10620.0,2000,38148.401054
-11138.0,2000,38156.467367
-12078.0,2000,38164.522013
-9904.0,2000,38172.755748
-12882.0,2000,38180.79128
-12080.0,2000,38188.883789
-8686.0,2000,38196.885984
-11024.0,2000,38204.957935
-8426.0,1054,38208.646035
624.0,274,38210.592565
-5670.0,1017,38214.090214
-10018.0,1737,38221.167317
-10200.0,2000,38229.164189
-9216.0,1537,38235.529171
-9456.0,2000,38243.510518
-4476.0,662,38246.627109
-11458.0,2000,38255.223306
-11662.0,2000,38263.199277
992.0,203,38263.897665
-12962.0,2000,38272.036821
-12040.0,2000,38280.23195
-11916.0,1791,38287.865308
-8876.0,2000,38296.197267
-1874.0,139,38296.710897
-6894.0,952,38300.194354
-10468.0,2000,38308.459148
-13144.0,2000,38316.953734
-12660.0,2000,38325.321115
-8240.0,2000,38333.466101
-8392.0,1677,38340.418211
-11726.0,2000,38348.838574
984.0,223,38350.128602
-13728.0,2000,38358.647058
-11336.0,2000,38366.632299
-8828.0,2000,38374.855516
616.0,269,38375.802852
-8844.0,2000,38383.973433
-2804.0,254,38384.864937
-9836.0,2000,38393.090969
-8966.0,2000,38401.242926
-10474.0,2000,38409.356842
-4838.0,562,38411.335919
-12672.0,2000,38419.48472
-2838.0,252,38421.368368
-6762.0,1186,38425.455278
-12620.0,2000,38433.695486
-2248.0,348,38434.911136
-9788.0,2000,38443.03517
-3382.0,375,38444.369001
-12190.0,2000,38454.004683
-4484.0,1000,38458.700621
-2604.0,381,38460.085701
-3492.0,513,38461.929264
-10780.0,2000,38470.099505
-9072.0,1481,38476.695085
-1464.0,158,38477.282505
-1978.0,292,38478.347862
-9962.0,2000,38486.569052
-5634.0,1176,38492.146729
-4946.0,851,38495.351265
-3258.0,382,38496.785552
-8220.0,1610,38503.930329
-1250.0,41,38504.071362
-7454.0,1297,38510.037105
-3014.0,813,38513.016431
-8732.0,2000,38521.218802
-9058.0,1801,38528.692781
-8586.0,1853,38536.379284
-3696.0,456,38538.018526
-7516.0,1076,38542.846695
-1424.0,249,38543.695895
-5110.0,1078,38547.543044
-6890.0,1215,38553.128322
-7632.0,1487,38560.704426
-11390.0,2000,38568.995995
-1758.0,249,38569.874689
-5552.0,862,38573.003783
-2268.0,309,38574.091597
-8356.0,1486,38580.478203
-8110.0,2000,38588.853774
1028.0,187,38589.532656
-10646.0,2000,38597.873684
-5346.0,608,38600.00126
-9924.0,2000,38608.216084
-8348.0,2000,38616.477993
-11308.0,2000,38624.705797
-10676.0,2000,38632.837651
-10240.0,2000,38641.120182
-2072.0,250,38642.046182
-8266.0,1372,38647.915042
-11164.0,2000,38656.143202
-2492.0,317,38657.28426
-10946.0,2000,38666.566604
-9460.0,2000,38674.862488
-5514.0,1252,38680.358781
-9040.0,2000,38688.563997
-11902.0,2000,38696.676193
-9694.0,2000,38704.943357
-10640.0,2000,38713.279943
-8760.0,2000,38721.495828
908.0,220,38722.291341
-1154.0,62,38722.503676
-10828.0,1674,38729.702452
-3818.0,1336,38734.491699
-8796.0,1824,38741.914478
-11040.0,2000,38750.142966
910.0,219,38750.910057
-10292.0,2000,38759.005833
-8904.0,2000,38768.210513
-8544.0,2000,38776.55547
-4652.0,535,38778.414876
-9296.0,2000,38786.526537
-1020.0,183,38788.242558
-5144.0,638,38790.461729
-9800.0,2000,38798.581022
-5642.0,1043,38802.282733
-3858.0,497,38805.10349
-1296.0,125,38805.545885
-4214.0,571,38807.641066
-2834.0,952,38811.050274
-9136.0,1795,38818.469091
-10144.0,2000,38826.737643
-8490.0,2000,38835.037668
-1256.0,38,38835.176028
-9676.0,1605,38841.984737
-9262.0,2000,38850.137838
-8050.0,1001,38854.678739
-7840.0,1634,38860.372167
878.0,239,38861.218156
-2468.0,324,38863.321062
-10874.0,1561,38870.024692
-10076.0,2000,38878.103637
1000.0,213,38878.847057
-8400.0,946,38883.194174
702.0,268,38884.1178
-9540.0,2000,38892.216215
-5942.0,1235,38897.510291
-4524.0,569,38899.503955
-8632.0,2000,38907.524403
-11470.0,1712,38914.500693
-4502.0,607,38916.697952
-9564.0,1495,38922.991436
-7448.0,1224,38927.275476
-10726.0,2000,38935.457196
-7632.0,990,38940.01028
-11894.0,2000,38948.099669
-6442.0,908,38951.371006
-6632.0,1153,38956.680086
-3042.0,461,38958.311032
-8366.0,2000,38966.316628
-10222.0,2000,38975.628754
1062.0,205,38976.346712
-8756.0,2000,38984.428246
-8482.0,2000,38992.508543
-5804.0,634,38994.769575
-7610.0,1554,39001.332761
-6118.0,1032,39005.943343
-10412.0,1743,39012.205103
944.0,216,39014.070371
-10108.0,2000,39021.334925
-10278.0,2000,39029.51575
-3300.0,492,39032.465107
-10540.0,2000,39040.630883
-6254.0,724,39043.230933
-8466.0,1373,39049.077801
-9230.0,2000,39057.176522
-10224.0,2000,39065.25494
-11904.0,2000,39074.725777
-11288.0,2000,39082.889512
1174.0,186,39083.533046
-5648.0,731,39086.088197
-10698.0,2000,39094.309781
-6732.0,800,39097.134967
-2306.0,948,39101.466037
-4214.0,602,39103.668673
-3674.0,519,39105.466872
-5924.0,749,39109.092381
-8338.0,1770,39116.488091
-5362.0,965,39119.984283
-9838.0,2000,39128.085245
-11290.0,2000,39136.277273
-10750.0,2000,39144.478858
-4764.0,663,39146.908307
-12176.0,2000,39155.181403
-4144.0,625,39158.442486
-10664.0,2000,39166.572821
-1626.0,133,39167.06014
-1232.0,212,39167.82015
-10372.0,1420,39173.986552
-5460.0,1095,39179.06224
-9428.0,1162,39184.278822
-3506.0,1391,39189.14315
-9826.0,2000,39197.354639
-1326.0,118,39197.813388
-8066.0,1216,39203.140665
-7836.0,2000,39211.208637
-1174.0,201,39211.897217
-12134.0,2000,39219.863287
-9768.0,1805,39227.191144
-13130.0,2000,39235.205965
-8620.0,1284,39239.68547
-8716.0,1853,39247.37785
-9602.0,1717,39254.547517
-8222.0,2000,39262.577364
1006.0,200,39263.271384
-9768.0,2000,39271.311527
-8614.0,2000,39279.869348
-8006.0,1406,39286.831244
-720.0,628,39289.126413
-7630.0,1170,39294.332447
-1134.0,657,39296.608596
-10602.0,2000,39304.825865
-7206.0,1478,39311.059359
-1138.0,138,39311.533381
-5058.0,932,39314.795675
-6246.0,1224,39320.095934
-8910.0,2000,39328.202959
-1132.0,587,39330.261414
-6416.0,1575,39336.801341
-9606.0,2000,39344.734358
-4112.0,495,39346.488079
-6894.0,1242,39351.908086
-11254.0,2000,39360.114971
-9130.0,2000,39368.385444
-8756.0,2000,39376.531736
-7054.0,2000,39385.397614
-10126.0,2000,39393.800026
974.0,195,39394.500855
-9500.0,2000,39402.65695
-5424.0,609,39404.796072
-8414.0,2000,39412.748599
-10802.0,2000,39420.745095
942.0,205,39421.44673
-6520.0,853,39425.405027
-7464.0,997,39428.872741
-8394.0,1388,39434.815917
-11080.0,2000,39442.866817
-9926.0,1784,39450.165289
-2890.0,316,39451.309623
-9406.0,2000,39459.330502
-11028.0,2000,39467.355598
942.0,214,39468.088343
-12194.0,2000,39476.162396
-13854.0,2000,39484.346923
-1734.0,1062,39489.007663
-7418.0,1039,39494.106248
-1954.0,285,39495.122787
-8908.0,2000,39503.271673
-5166.0,1008,39506.791863
-9014.0,2000,39515.038546
-5730.0,1017,39519.621382
-10026.0,1568,39526.264144
-4980.0,652,39528.558261
-9836.0,1730,39535.509827
-7672.0,1325,39540.180634
-5244.0,1149,39545.198234
-8984.0,2000,39553.208383
-9148.0,2000,39561.340911
-6648.0,1169,39565.462084
852.0,234,39567.278752
-9090.0,2000,39575.414319
-9862.0,2000,39583.433275
-1618.0,102,39583.789146
1014.0,206,39584.486524
-10646.0,2000,39593.781537
-8462.0,2000,39601.880471
-10540.0,1835,39609.481557
-10460.0,2000,39616.633616
-4918.0,987,39621.192425
1066.0,170,39621.772722
-4556.0,992,39626.18554
-11016.0,1991,39634.401613
-8248.0,1505,39639.577339
1062.0,173,39640.190845
-1398.0,112,39640.561332
-8306.0,1399,39646.502769
-8014.0,1062,39651.207702
-7788.0,2000,39659.141905
-6002.0,1339,39663.788934
-10734.0,2000,39671.804103
-11968.0,2000,39679.949416
-9788.0,2000,39687.963217
-4640.0,884,39692.215701
-2500.0,353,39693.699739
-1300.0,56,39694.016064
-10248.0,1773,39702.018787
-6648.0,829,39704.920316
-11556.0,2000,39713.000483
-10928.0,2000,39720.975231
-2056.0,290,39721.983285
-1554.0,124,39722.412565
-10906.0,2000,39730.346188
-5444.0,750,39733.911799
-3332.0,439,39735.436159
-5282.0,711,39737.848592
-11106.0,2000,39745.757175
948.0,196,39746.422737
-10472.0,2000,39754.382245
-7856.0,1279,39759.826364
-11024.0,2000,39767.89272
-8628.0,2000,39775.831707
-11134.0,1950,39783.59782
-9876.0,1436,39788.507747
1196.0,161,39789.070073
846.0,227,39790.845782
-11028.0,2000,39799.865763
-11068.0,2000,39807.738084
-2398.0,300,39808.814204
-2990.0,604,39810.915132
890.0,215,39811.683736
1134.0,183,39812.332124
-6622.0,977,39816.703343
-1094.0,931,39819.908684
-9140.0,1758,39826.940447
-10382.0,2000,39834.850183
-9940.0,2000,39842.878915
-2244.0,873,39845.947707
-9780.0,2000,39853.999533
-7784.0,2000,39861.93796
-10898.0,2000,39869.894943
-8630.0,2000,39877.818499
-12648.0,2000,39885.686755
-3806.0,523,39887.464475
-4138.0,625,39890.554621
-7728.0,1442,39895.553869
